Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Time of Day,Country,Device Type,Advertiser Currency,Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Clicks,Revenue (Adv Currency)
Next_UK_Zenith,378754,Active,,14,GB,Tablet,GBP,194280,176839,84885,200,545.808054
Next_UK_Zenith,378754,Active,,14,IE,Desktop,GBP,75231,71931,36837,62,301.936947
Next_UK_Zenith,378754,Active,,15,HK,Desktop,GBP,47798,45938,22377,36,92.340084
Next_UK_Zenith,378754,Active,,15,TW,Desktop,GBP,7708,7534,3424,13,27.335139
Next_UK_Zenith,378754,Active,,16,IL,Desktop,GBP,215676,210471,81249,268,757.137739
Next_UK_Zenith,378754,Active,,17,DE,Desktop,GBP,28815,27766,10064,6,41.824241
Next_UK_Zenith,378754,Active,,17,GB,Tablet,GBP,258581,238949,119027,260,790.824996
Next_UK_Zenith,378754,Active,,17,RO,Desktop,GBP,21568,21051,10192,22,25.996361
Next_UK_Zenith,378754,Active,,18,GB,Smart Phone,GBP,401976,383677,165159,952,1012.173145
Next_UK_Zenith,378754,Active,,18,GB,Tablet,GBP,296327,275510,139902,322,950.167834
Next_UK_Zenith,378754,Active,,18,IE,Desktop,GBP,61725,58583,28630,73,243.734572
Next_UK_Zenith,378754,Active,,19,GB,Desktop,GBP,556513,546610,329950,624,2125.482286
Next_UK_Zenith,378754,Active,,19,GB,Smart Phone,GBP,462547,440775,192948,1035,1123.282010
Next_UK_Zenith,378754,Active,,19,GB,Tablet,GBP,350740,325530,166808,335,1104.539383
Next_UK_Zenith,378754,Active,,19,IE,Desktop,GBP,70488,66767,32279,61,284.212579
Next_UK_Zenith,378754,Active,,2,HK,Desktop,GBP,78226,76002,32353,63,163.521334
Next_UK_Zenith,378754,Active,,2,SK,Desktop,GBP,1304,1248,482,3,1.458071
Next_UK_Zenith,378754,Active,,20,AU,Desktop,GBP,25864,25378,11975,23,57.282585
Next_UK_Zenith,378754,Active,,20,IL,Desktop,GBP,216025,210217,77342,286,696.880773
Next_UK_Zenith,378754,Active,,20,SK,Desktop,GBP,91760,89348,37444,112,105.293938
Next_UK_Zenith,378754,Active,,21,HK,Desktop,GBP,5102,4946,2092,1,9.817211
Next_UK_Zenith,378754,Active,,22,GB,Smart Phone,GBP,496187,475606,212969,694,1045.863947
Next_UK_Zenith,378754,Active,,22,GB,Tablet,GBP,320782,298131,158071,295,923.632381
Next_UK_Zenith,378754,Active,,22,TW,Desktop,GBP,3231,3133,1402,15,12.152588
Next_UK_Zenith,378754,Active,,23,AU,Desktop,GBP,40821,39978,19579,22,84.184276
Next_UK_Zenith,378754,Active,,23,CZ,Desktop,GBP,2060,2035,997,4,5.780716
Next_UK_Zenith,378754,Active,,23,DE,Desktop,GBP,10724,10305,3561,2,16.567621
Next_UK_Zenith,378754,Active,,23,GB,Smart Phone,GBP,300429,287188,126794,451,523.244764
Next_UK_Zenith,378754,Active,,23,RO,Desktop,GBP,5176,5011,2427,7,5.909502
Next_UK_Zenith,378754,Active,,23,RU,Desktop,GBP,71301,70237,33152,57,93.349122
Next_UK_Zenith,378754,Active,,3,RU,Desktop,GBP,95390,94372,39302,79,120.921396
Next_UK_Zenith,378754,Active,,3,SK,Desktop,GBP,1554,1504,563,1,1.747715
Next_UK_Zenith,378754,Active,,3,UA,Desktop,GBP,29958,29353,12594,27,15.319958
Next_UK_Zenith,378754,Active,,4,CZ,Desktop,GBP,634,623,277,1,2.152757
Next_UK_Zenith,378754,Active,,4,IL,Desktop,GBP,46425,45377,15363,72,190.201540
Next_UK_Zenith,378754,Active,,4,SK,Desktop,GBP,3172,3085,1111,7,3.464677
Next_UK_Zenith,378754,Active,,4,UA,Desktop,GBP,60356,59280,24706,44,31.086400
Next_UK_Zenith,378754,Active,,5,DE,Desktop,GBP,50033,47921,13547,14,60.439597
Next_UK_Zenith,378754,Active,,5,GB,Desktop,GBP,67857,66715,40933,121,241.648723
Next_UK_Zenith,378754,Active,,5,GB,Tablet,GBP,54646,48474,23032,34,140.236331
Next_UK_Zenith,378754,Active,,5,RO,Desktop,GBP,12740,12394,5162,25,16.076450
Next_UK_Zenith,378754,Active,,5,RU,Desktop,GBP,169848,167973,72041,150,247.152407
Next_UK_Zenith,378754,Active,,6,IL,Desktop,GBP,203448,199071,68870,320,804.384842
Next_UK_Zenith,378754,Active,,6,SK,Desktop,GBP,31278,30753,12280,29,41.617075
Next_UK_Zenith,378754,Active,,6,UA,Desktop,GBP,368776,361207,152639,331,218.427750
Next_UK_Zenith,378754,Active,,8,AU,Desktop,GBP,54393,53375,24957,41,109.464148
Next_UK_Zenith,378754,Active,,9,CZ,Desktop,GBP,11734,11593,5158,25,34.568392
Next_UK_Zenith,378754,Active,,9,GB,Smart Phone,GBP,357093,333585,138886,1481,985.659847
Next_UK_Zenith,378754,Active,,9,RU,Desktop,GBP,254583,251489,116124,251,383.502848
Next_UK_Zenith,378754,Active,,9,SK,Desktop,GBP,82911,81246,33392,81,102.547073
,,,,,,,,45679742,44193140,20722580,56081,103984.251973

Report Time:,2017/01/17 15:48 GMT
Date Range:,2017/01/10 to 2017/01/16
Group By:,Advertiser
Group By:,Advertiser ID
Group By:,Advertiser Status
Group By:,Advertiser Integration Code
Group By:,Time of Day
Group By:,Country
Group By:,Device Type
Group By:,Advertiser Currency
Filter by Advertiser ID:,378754
Filter by Partner ID:,151
